33226224_635.cml_Service_messages_0	Service messages	"Service messages."
36475688_315.cml_DSC_Dynamic_Stability_Control_2	DSC Dynamic Stability Control	"Information

 The laws of physics cannot be repealed, not even with DSC.
Personal responsibility
Do not deactivate DSC when driving with roof load"
36475688_315.cml_DSC_Dynamic_Stability_Control_3	DSC Dynamic Stability Control	"Overview

 Button in the vehicle

 Button in the vehicle"
36475688_315.cml_DSC_Dynamic_Stability_Control_4	DSC Dynamic Stability Control	"Indicator/warning lights

 The indicator lamp flashes: DSC controls the drive and braking forces.
The indicator lamp lights up: DSC has failed."
36475688_315.cml_DSC_Dynamic_Stability_Control_5	DSC Dynamic Stability Control	"Deactivating DSC: DSC OFF

 General information

 Depending on the operating state of the high-voltage system, the drive of the vehicle automatically switches between front-wheel, rear-wheel and four-wheel drive. If DSC is deactivated, this may result in automatic change of the drive type for unstable driving situations. When DSC is deactivated, driving stability is reduced during acceleration and when driving in curves.
To increase vehicle stability, activate DSC again as soon as possible.
Deactivating DSC

  Press and hold this button but not longer than approx. 10 seconds, until the indicator lamp for DSC OFF lights up in the instrument cluster and displays DSC OFF.
DSC is switched off.
The steering and, depending on the equipment, suspension are tuned for sporty driving. Activating DSC

  Press button.
DSC OFF and the DSC OFF indicator lamp go out.
Indicator/warning lights

 When DSC is deactivated, DSC OFF is displayed in the instrument cluster.
The indicator lamp lights up: DSC is deactivated. Automatic activation

 When DSC is deactivated, automatic activation occurs in the following situations:
- The high-voltage battery has an insufficient charge.
- The vehicle has a flat tire.
- When activating cruise control in TRACTION or DSC OFF mode."
36475828_810.cml_Initializing_the_Flat_Tire_Monitor_FTM_0	Initializing the Flat Tire Monitor FTM	"The initialization is completed while driving, which can be interrupted at any time. The initialization automatically continues when driving resumes. Do not initialize the system when driving with snow chains.
On the Control Display:
1.  Vehicle info 
2.  Vehicle status 
3.  Perform reset 
4. Start the engine - do not drive off.
5. Start the initialization with  Perform reset .
6. Drive away.The initialization is completed while driving, which can be interrupted at any time.
The initialization automatically continues when driving resumes."
36476123_793.cml_BMW_Assist_or_ConnectedDrive_0	BMW Assist or ConnectedDrive	"Function
Command
 ConnectedDrive , Open the menu.
 Connected Drive  or  B M W Assist   BMW Online , Open the menu.
 B M W Online  Open the Internet.
 Internet  Open BMW Live.
 B M W Live "
36476259_62.cml_Breakdown_assistance_0	Breakdown assistance	"Roadside Assistance

 This service can be reached around the clock in many countries."
36476259_62.cml_Breakdown_assistance_1	Breakdown assistance	"BMW Assist

 This information service can be used to request breakdown assistance directly from Roadside Assistance.
1.  BMW Assist  or  ConnectedDrive 
2.  Roadside Assistance   Roadside Assistance  
The Roadside Assistance phone number is displayed. The Roadside Assistance number is dialed if a mobile phone has been paired.
3.  Start service 
4.  Start service  Roadside Assistance

 1.  BMW Assist  or  ConnectedDrive 
2.  Roadside Assistance 
The Roadside Assistance number is displayed. If the mobile phone is paired, a connection is established to Roadside Assistance."
36476541_423.cml_Switching_off_0	Switching off	"The system can be deactivated as follows:
- Press park assistance button.
- Switching off the ignition."
36476582_86.cml_Operating_concept_0	Operating concept	"Opening the main menu

 Press button.
The main menu is displayed.
All iDrive functions can be called up via the main menu."
36476582_86.cml_Operating_concept_1	Operating concept	"Selecting menu items

 Highlighted menu items can be selected.
1. Turn the Controller until the desired menu item is highlighted.
2. Press the Controller.Menu items in the Owner's Manual

 In the Owner's Manual, menu items that can be selected are set in quotation marks, for example,  Settings ."
36476582_86.cml_Operating_concept_2	Operating concept	"Changing between panels

 After a menu item is selected, for example,  Radio , a new panel is displayed. Panels can overlap.
- Move the Controller to the left.
Closes current display and shows previous display.
Reopens previous display by pressing BACK button. In this case, the current panel is not closed.
- Move the Controller to the right.
Opens new display on top of previous screen.White arrows pointing to the left or right indicate that additional panels can be opened. White marks to the left or right indicate that additional panels can be opened."
36476582_86.cml_Operating_concept_3	Operating concept	"Display of an opened menu

 When selecting a menu, it generally opens with the panel that was last selected in that menu.
To display the first panel of a menu:
- Move the Controller to the left repeatedly until the first panel is displayed.
- Press the desired menu on the Controller twice."
36476582_86.cml_Operating_concept_4	Operating concept	"Opening the Options menu

 Press button.
The  Options  menu is displayed.
Additional options: move the Controller to the right repeatedly until the  Options  menu is displayed.
Options menu

 The  Options  menu consists of various areas:
- Screen settings, for example,  Split screen .
- Control options for the selected main menu, for example, for  Radio .
- If applicable, further operating options for the selected menu, for example,  Store station ."
36476582_86.cml_Operating_concept_5	Operating concept	"Changing settings

 1. Select a field.
2. Turn the Controller until the desired setting is displayed.
3. Press the Controller."
36476582_86.cml_Operating_concept_6	Operating concept	"Activating/deactivating the functions

 Several menu items are preceded by a checkbox. It indicates whether the function is activated or deactivated. Selecting the menu item activates or deactivates the function.
Function is activated.
Function is deactivated."
36476617_418.cml_Overview_0	Overview	"Button in the vehicle

 Button in the vehicle"
36476617_418.cml_Overview_1	Overview	"Ultrasound sensors

  The ultrasound sensors for measuring parking spaces are located on the side of the vehicle. To ensure full functionality:
- Keep the sensors clean and free of ice.
- When using high-pressure washers, do not spray the sensors for long periods and maintain a distance of at least 30 cm 30 cm, approx. 12 in 12 inches/30 cm .
- Do not put stickers over sensors."
36476938_626.cml_Show_contact_pictures_0	Show contact pictures	"Pictures stored with the contacts are stored in the vehicle when the mobile phone is connected to the vehicle.
On the Control Display:
1.  Settings 
2.  Connections 
3.  Bluetooth  
4. Open  Options .
5.  Configure Bluetooth  
6.  Show images Display of all contact pictures is activated or deactivated."
36476964_828.cml_Ultrasound_sensors_0	Ultrasound sensors	"Ultrasound sensors in the bumpers measure the distances from objects.
Soiled or covered sensors can limit the detection of vehicles.
To ensure full functionality:
- Do not cover sensors, for example, with stickers, bicycle racks or similar.
- Keep the sensors clean and free of ice.
- When using high-pressure washers, do not spray the sensors for long periods and maintain a distance of at least 30 cm 30 cm, approx. 12 in 12 in/30 cm ."
36477171_196.cml_Washer_fluid_0	Washer fluid	"General information

 All washer nozzles are supplied from one reservoir.
Prepare a mixture of tap water, windshield washer concentrate, and possibly antifreeze prior to filling.
Recommended minimum fill quantity: 1 liter 1 liter, approx. 1.7 Imp. pints 0.2 US gal/1 liter ."
36477171_196.cml_Washer_fluid_1	Washer fluid	"Information

 Antifreeze for washer fluid
Adding washer fluid No silicon-containing additives
Mixing of additives
The use of undiluted windshield washer concentrate or alcohol-based antifreeze can lead to incorrect readings at temperatures below - 15 °C - 15 °C/+ 5 °F + 5 °F/- 15 °C ."
36477171_196.cml_Washer_fluid_2	Washer fluid	"Overview

 The washer fluid reservoir is located in the engine compartment. The washer fluid reservoir is located under the hood. The reservoir is located under the cover between hood and wiper linkage."
36477559_19.cml_Adjusting_the_exterior_mirrors_0	Adjusting the exterior mirrors	"Adjusting the exterior mirrors

 Adjusting Left/right Left/right Automatic Curb Monitor Automatic cornering adjustment Fold in and out"
36477592_822.cml_Active_Blind_Spot_Detection_malfunctions_0	Active Blind Spot Detection malfunctions	"Frequent activation of the steering wheel vibration causes the system to overheat.
Lane departure warning or Active Blind Spot Detection is deactivated.
Let the system cool and reactivate it.
Switch Active Blind Spot Detection on manually

 Press button briefly:
- The menu for the intelligent safety system is displayed. The systems are individually switched off according to their respective settings.
- LED lights up orange or goes out respective to their individual settings.Adjust as needed. Individual settings are stored for the profile currently used.
Press button again:
- All Intelligent Safety systems are activated.
- The LED lights up green.Hold down button:
- All Intelligent Safety systems are turned off.
- The LED goes out."
36477912_417.cml_Information_0	Information	"A component of the parking assistant is the PDC Park Distance Control.
When parking, also take note of the visual and acoustic information and instructions issued by the PDC, the parking assistant and the rearview camera and react accordingly.
Loud noises from outside and inside the vehicle may prevent you from hearing the PDC's signal tone.
Personal responsibility
Trailer towing Curbs
An engine that has been switched off by the Auto Start Stop function is restarted automatically when the parking assistant is activated."
36478217_576.cml_Functional_requirements_0	Functional requirements	"- Compatible mobile phone.
- Mobile phone ready for operation.
- The ignition is switched on. Radio ready state switched on.
- Bluetooth is activated in the vehicle and on the mobile phone.
- Bluetooth presets may need to be made on the mobile phone, for example, for a connection without confirmation or visibility, refer to the mobile phone owner's manual.
- Deactivate Bluetooth audio if needed.
- A number with at least four and a maximum of 16 digits should be defined as the Bluetooth passkey. Required for first-time pairing only."
36478767_812.cml_Checking_the_camera_viewing_field_0	Checking the camera viewing field	"For the function of the front-camera-based assistance systems, like High-beam Assistant, lane departure warning, collision warning or pedestrian warning, a camera is located in the area of the interior mirror. For the function of the front-camera-based assistance systems, like High-beam Assistant, collision warning or pedestrian warning, a camera is located in the area of the interior mirror. In addition to visual impairments due to environmental influences, the soiling of the windshield can also cause functional limitations.
If the windshield becomes soiled, clean the field of view for the front camera.
Additional information about the limits of the system and the functional limitations is available in the description of the particular functions or equipment."
36478958_233.cml_Hiding_Check_Control_messages_0	Hiding Check Control messages	"Press and hold button on turn signal lever.
- Some Check Control messages are displayed continuously and are not cleared until the malfunction is eliminated. If several malfunctions occur at once, the messages are displayed consecutively.
These messages can be faded for approx. 8 seconds. After this time, they are displayed again automatically.
- Other Check Control messages are faded automatically after approx. 20 seconds. They are stored and can be displayed again later."
36479000_118.cml_Closing_0	Closing	"Information

 Keep the closing path clear
Provide edge protection"
36479000_118.cml_Closing_1	Closing	"Closing

  Recessed grips on the inside trim of the tailgate can be used to conveniently pull down the tailgate."
36479104_420.cml_Switching_on_and_activating_0	Switching on and activating	"Switching on with the button

 Press park assistance button.
The LED lights up.
The current status of the parking space search is indicated on the Control Display.
Parking assistant is activated automatically."
36479104_420.cml_Switching_on_and_activating_1	Switching on and activating	"Switching on with reverse gear

 Shift into reverse.
The current status of the parking space search is indicated on the Control Display.
To activate: Parking Assistant "
36479370_408.cml_Obstacle_marking_0	Obstacle marking	"Obstacles behind the vehicle are detected by the PDC sensors and, when respectively equipped, detected by the rearview camera. Obstacle markings can be faded into the image of the rearview camera.
Their colored margins of the obstacle markings match the markings of the PDC."
36479576_50.cml_Connecting_a_mobile_phone_0	Connecting a mobile phone	"Connecting a mobile phone

 After the mobile phone is connected once to the vehicle, the mobile phone can be operated using iDrive, the steering wheel buttons and spoken instructions.
Connect entirely on the front or rear Control Display. 1.  Settings 
2.  Connections 
3.  Bluetooth  
4.  Add new device 
The Bluetooth name of the vehicle is displayed on the Control Display.
5. To perform additional steps on the mobile phone, refer to the mobile phone owner's manual: for example, search for or connect the Bluetooth device or a new device.
The Bluetooth name of the vehicle appears on the mobile phone display.
6. Select the Bluetooth name of the vehicle on the mobile phone display.
7. You are prompted by the iDrive or mobile phone to enter the same Bluetooth passkey. Enter the passkey and confirm.
Or
Compare the control number on the Control Display of the vehicle with the control number on the display of the mobile phone. Confirm the control number in the mobile phone and on the Control Display.
 OK 
8. Select the functions for which the mobile phone is to be used.
9.  OK The mobile phone is connected and will appear at the top of the list of mobile phones."
36479820_267.cml_Right-hand/left-hand_traffic_0	Right-hand/left-hand traffic	"include text 226

 include text 227"
36479847_6.cml_Status_of_the_Owner's_Manuals_0	Status of the Owner's Manuals	"Any updates made after the editorial deadline can be found in the appendix of the printed Owner's Manual for the vehicle. Any updates made after the editorial deadline for the Owner's Manuals are found in the appendix of the printed Quick Reference for the vehicle."
36481276_409.cml_Zoom_on_trailer_hitch_0	Zoom on trailer hitch	"To make it easier to attach a trailer, you can zoom in on the view of the trailer hitch.
  The distance of the trailer to the trailer hitch can be estimated with the aid of two static circle segments.
A docking line dependent on the steering angle helps with aiming for the trailer with the trailer hitch.
The zoom function can be activated when the camera is switched on."
36481322_345.cml_Adjusting_distance_0	Adjusting distance	"Information

 Select a distance"
36481322_345.cml_Adjusting_distance_1	Adjusting distance	"Reduce distance

 Press button repeatedly until the desired distance is set.
Instrument cluster will display selected distance. Increase distance

 Press button repeatedly until the desired distance is set.
Instrument cluster will display selected distance. With Traffic Jam Assist: adjusting Adjusting 

 Press button repeatedly until the desired distance is set.
The set distance is briefly displayed in the left part of the instrument cluster."
36481419_348.cml_Displays_in_the_instrument_cluster_0	Displays in the instrument cluster	"Desired speed and stored speed

 - Marking lights up green: system is active, the marking indicates the desired speed.
- Marking lights up orange: system is interrupted, the marking indicates the stored speed.
- The marking does not light up: the system is switched off. The desired speed is displayed next to the symbol in the CID (central information display).
- Display lights up green: system is active, the display indicates the desired speed.
- Display lights up orange: system is interrupted, the display indicates the stored speed.
- No display: system is switched off. With instrument display: the symbol is displayed in the speedometer similarly to the mark for the desired speed. Desired speed and stored speed

 The desired speed is displayed next to the symbol in the CID (central information display).
- Display lights up green: system is active, the display indicates the desired speed.
- Display lights up orange: system is interrupted, the display indicates the stored speed.
- No display: system is switched off."
36481419_348.cml_Displays_in_the_instrument_cluster_1	Displays in the instrument cluster	"Brief status display Status display 

   Selected desired speed.
If no speed is indicated, it is possible that the conditions necessary for operation are not currently fulfilled."
36481419_348.cml_Displays_in_the_instrument_cluster_2	Displays in the instrument cluster	"Distance to vehicle ahead of you

 Shown is selected distance to the vehicle driving ahead of you. Distance display
Distance 1
Distance 2
Distance 3
This value is set automatically after the system is switched on. It corresponds to roughly half the displayed km/h value in meters. Distance 4
This value is set automatically after the system is switched on. The system has been interrupted or distance control is temporarily suppressed because the accelerator pedal is being pressed; a vehicle was not detected.
Distance control is temporarily suppressed because the accelerator pedal is being pressed; a vehicle was detected. Selected distance from the vehicle driving ahead is briefly displayed in the left hand portion of the instrument cluster. Distance display
Distance 1
Distance 2
Distance 3
This value is set after the system is switched on. It corresponds to roughly half the displayed km/h value in meters. Distance 4
This value is set after the system is switched on."
36481419_348.cml_Displays_in_the_instrument_cluster_3	Displays in the instrument cluster	"Detected vehicle

 Symbol lights up orange:
A vehicle has been detected ahead of you.
Rolling bars: the detected vehicle has driven away. ACC does not accelerate. To accelerate, activate ACC by briefly stepping on the accelerator pedal, pressing the RES button or rocker switch. Distance control is deactivated because the accelerator pedal is being pressed; a vehicle was detected. Flashing bar: the detected vehicle has driven away.
ACC does not accelerate. To accelerate, activate ACC by briefly stepping on the accelerator pedal, pressing the RES button or rocker switch."
36481419_348.cml_Displays_in_the_instrument_cluster_4	Displays in the instrument cluster	"Indicator/warning lights

 Symbol flashes orange:
The conditions are not adequate for the system to work.
The system was deactivated but applies the brakes until you actively resume control by pressing on the brake pedal or accelerator pedal. The system was deactivated but applies the brakes until you actively resume control by pressing on the brake pedal or accelerator pedal. Symbol flashes red and a signal sounds:
You are requested to intervene by braking or make an evasive maneuver.
The system has been interrupted or distance control is deactivated because the accelerator pedal is being pressed; a vehicle was not detected."
36481447_582.cml_Configuring_a_mobile_phone_0	Configuring a mobile phone	"Functions can be activated or deactivated for paired and connected mobile phones.
On the Control Display:
1.  Settings 
2.  Connections 
3.  Bluetooth  
4. Depending on the equipment:
- Highlight the mobile phone to be configured and  Options  call it up.
- Select the mobile phone to be configured.
5.  Configure device 
6. At least one function must be selected.
-  Telephone 1 
-  Telephone 2 
-  Data transfer 
-  Audio 
7.  OK If a function is assigned to a mobile phone, the function will be deactivated where appropriate for a mobile phone that is already connected and the mobile phone will be disconnected."
36481452_263.cml_Headlight_range_control_0	Headlight range control	"General information

 With halogen headlamps, the headlight range of the low beams can be manually adjusted for the vehicle load to avoid blinding oncoming traffic."
36481452_263.cml_Headlight_range_control_1	Headlight range control	"Adjusting

 - 0 = 1 to 2 people without luggage.
- 1 = 4 people without luggage.
- 1 = 4 people with luggage.
- 2 = 1 person, full cargo area."
36481559_232.cml_Supplementary_text_messages_0	Supplementary text messages	"Additional information, such as on the cause of an error or the required action, can be called up via Check Control.
With urgent messages the added text will be automatically displayed on the Control Display."
36481559_232.cml_Supplementary_text_messages_1	Supplementary text messages	"Symbols

 Depending on the Check Control message, the following functions can be selected.
-  Owner's Manual 
Display additional information about the Check Control message in the Integrated Owner's Manual.
-  Service request 
Contact a dealer's service center or another qualified service center or repair shop.
-  Roadside Assistance 
Contact Roadside Assistance."
36481584_551.cml_Audio_0	Audio	"Changing the track

 On the Control Display:
Select theorsymbol.
Via buttons on the radio:
 Press button."
36481584_551.cml_Audio_1	Audio	"Selecting a track

 Audio CDs

 Select the desired track to begin playback. 1.  Multimedia 
2.  CD/DVD 
3.  Now playing 
4. Select the desired track to begin playback. CDs/DVDs with compressed audio files

 Depending on the data, some letters and numbers of the CD/DVD may not be displayed correctly.
1.  Browse directory 
2. Select the directory if needed.
To go up a level in the directory: move the Controller to the left.
3. Select the desired track to begin playback."
36481584_551.cml_Audio_2	Audio	"Displaying information on the track

 If data pertaining to a track have been stored, these are automatically displayed:
- Artist.
- Album name.
- Name of track.
- Name of track/number of tracks.
- Cover picture."
36481584_551.cml_Audio_3	Audio	"Updating album information

 The album information for a CD is displayed automatically. If the album information is not correctly displayed, perhaps because there are several similar albums, the album information can be updated.
1.  Multimedia 
2.  CD/DVD 
3. Open  Options .
4.  Album information 
5. Select the desired entry.If no information is displayed, the full album information on the CD can be updated via BMW Online."
36481584_551.cml_Audio_4	Audio	"Random playback

 All tracks of the CD/DVD are played back in random order.
1.  Multimedia 
2.  CD/DVD 
3. Select the desired CD or DVD.
4. Open  Options .
5.  Random Symbol is displayed in the track information before the track name."
36481584_551.cml_Audio_5	Audio	"Fast forward/reverse

 Via buttons on the radio:
 Press and hold this button."
36481701_821.cml_Indicator_lamp_for_the_front-seat_passenger_airbags_0	Indicator lamp for the front-seat passenger airbags	"The indicator lamp for the front-seat passenger airbags indicates the operating state of the front-seat passenger airbags.
The lamp indicates whether the airbags are either activated or deactivated.
- If the front-seat passenger airbags are deactivated, the indicator lamp lights up permanently.
- If the front-seat passenger airbags are activated, the indicator lamp does not light up. - The indicator lamp lights up when a child that is properly seated in a child restraint system intended for that purpose is detected on the seat. Airbags on the front passenger side are not activated.
Most child seats are detected by the system.
Especially the child seats required by NHTSA at the time that the vehicle was manufactured. After installing a child seat, make sure that the indicator lamp for the front-seat passenger airbags lights up. This indicates that the child seat has been detected and the front-seat passenger airbags are not activated.
- The indicator lamp lights up if the seat is empty. The airbags on the front passenger side are not activated.
- The indicator lamp does not light up when, for example, a correctly seated person of sufficient size is detected on the seat. The airbags on the front passenger side are activated."
36482068_558.cml_USB_audio_interface_0	USB audio interface	"General information

 Observe the information and notes regarding the USB interface."
36482068_558.cml_USB_audio_interface_1	USB audio interface	"Connection of Apple iPod/iPhone via USB audio interface

 Use a flexible adapter cable for connecting, for example, the original iPod/iPhone adapter cable.
Connect the Apple iPod/iPhone to the USB audio interface.
The Apple iPod/iPhone menu structure is supported by the USB audio interface."
36482068_558.cml_USB_audio_interface_2	USB audio interface	"Connection of a USB device via the USB audio interface

 Use a flexible adapter cable for connecting to help protect the USB audio port and the USB device from mechanical damage. The adapter cable supplied with the USB device would be ideal.
Connect the USB device to the USB audio interface for external devices.
After connecting for the first time

 Information on all music tracks, for example, artist, genre or track, as well as playback lists, are transmitted into the vehicle. This may take some time, depending on the USB device and the number of tracks.
During transmission, the tracks can be called up via the file directory.
Number of tracks

 Information from up to four USB devices or for approx. 40,000 tracks can be stored in the vehicle. If a fifth device is connected or if more than 40,000 tracks are stored, information on existing tracks will be deleted.
Copy protection

 Music tracks with integrated Digital Rights Management, DRM, cannot be played."
36482068_558.cml_USB_audio_interface_3	USB audio interface	"Playback

 1.  Multimedia 
2.  External devices 
3. Select the symbol. Select theorsymbol.Playback is started."
36482068_558.cml_USB_audio_interface_4	USB audio interface	"Track search

 1.  Multimedia 
2.  External devices 
3. Select the symbol. Select theorsymbol.
4.  Music search Track search using information

 1. Select the desired category, for example,  Genre  or  Artist .
All entries are displayed in a list.
- Open  Keyword search  and input the desired entry. When a letter is entered, the results are filtered using this letter as the first letter. If multiple letters are entered, all results that contain that sequence are displayed.
- Select the desired entry from the list.
2. Select other categories if you wish.
Not all categories need to be selected. E. g. if all of the tracks by a certain artist are to be displayed, call up that artist only. All of the tracks by that artist are then displayed.
3.  Play Restarting a track search

  Reset search 
Browsing a directory

 If connection is via the USB audio interface in the center console, the file directory of the device can be displayed.
 Browse directory 
A list of directories and tracks is displayed.
This symbol identifies directories.
Select the desired track or directory.
To go up a level in the directory, move the Controller to the left."
36482068_558.cml_USB_audio_interface_5	USB audio interface	"Playback lists

 Calling up playback lists.
1.  Multimedia 
2.  External devices 
3. Select the symbol. Select theorsymbol.
4.  Playlists 
5. Select the desired playlist."
36482068_558.cml_USB_audio_interface_6	USB audio interface	"More media, audio books, podcasts, videos More media, audio books, podcasts 

 Audio books, podcasts and videos on the device can be called separately. Audio books and podcasts on the device can be called separately. Depending on USB device and equipment, audio books, podcasts, and videos can be called separately. Depending on USB device and equipment, audio books and podcasts can be called separately. 1.  Multimedia 
2.  External devices 
3. Select the symbol. Select theorsymbol.
4.  Additional Media 
5. Call the desired medium:
-  Audio books 
-  Podcasts 
-  Video "
36482068_558.cml_USB_audio_interface_7	USB audio interface	"Video playback

 Information

 Depending on USB device and equipment, video playback may not be possible.
Playback

 The video image is displayed on the front Control Display up to a speed of approx. 3 km/h 3 km/h, approx. 2 mph 2 mph/3 km/h  in some countries, it is only displayed if the parking brake is set or if the transmission is in Selector lever position Drive mode  P.
1.  Multimedia 
2.  External devices 
3. Select the symbol. Select theorsymbol.
4.  Additional Media 
5.  Video 
6. Select the directory if needed.
To go up a level in the directory: move the Controller to the left.
7. Select the desired video file to begin playback.Video menu

 Symbol
Function

Next video file.

Previous video file.
Double-click on an icon to play back previous video file."
36482068_558.cml_USB_audio_interface_8	USB audio interface	"Current playback

 List of tracks that is currently being played. E. g. the list of tracks that was found in the track search or a playlist.
1.  Multimedia 
2.  External devices 
3. Select the symbol. Select theorsymbol.
4.  Now playing "
36482068_558.cml_USB_audio_interface_9	USB audio interface	"Random playback

 The current list of tracks is played back in random order.
iPod/iPhone: the playlist is displayed in random order and the tracks are played in the order they appear.
USB device: the playlist is displayed in the conventional order and the tracks are played in random order.
1.  Multimedia 
2.  External devices 
3. Open  Options .
4.  Random Symbol is displayed before the track information."
36482068_558.cml_USB_audio_interface_10	USB audio interface	"Fast forward/reverse

  Press and hold this button."
36482189_540.cml_Reset_0	Reset	"1.  Multimedia , Radio  or Settings 
2.  Tone 
3.  Reset "
36482330_272.cml_Overview_0	Overview	"Airbags in the vehicle

 Front airbag, driver Front airbag, front passenger Head airbag Side airbag Knee airbag Airbags in the vehicle

 Front airbag, driver Front airbag, front passenger Head airbag Side airbag Knee airbag"
36482687_784.cml_Short_commands_of_the_voice_activation_system_0	Short commands of the voice activation system	"General information

 Instructions for voice activation system. To have the available spoken instructions read out loud:  Voice commands ."
36482857_226.cml_Orange_lights_0	Orange lights	"Active Cruise Control

 The number bars shows the selected distance from the vehicle driving ahead.
For additional information, refer to Active Cruise Control with Stop&Go function, ACC."
36482857_226.cml_Orange_lights_1	Orange lights	"Vehicle detection, Active Cruise Control

 Illuminated: vehicle driving ahead detected.
Flashing: the conditions are not adequate for operating the system.
The system was deactivated but applies the brakes until you actively resume control by pressing on the brake pedal or accelerator pedal."
36483360_738.cml_Hazard_warning_flashers_0	Hazard warning flashers	"The button is located in the center console."
36483533_117.cml_Opening_0	Opening	"The tailgate swings back and up when it opens.
Ensure that adequate clearance is available before opening."
36483533_117.cml_Opening_1	Opening	"Opening from the outside

 - Press button next to the tailgate. - Press button on the remote control for approx. 1 second.
Depending on the country version and the settings, the doors are unlocked as well. As the case may be, the doors are also unlocked. Unlocking with the remote control. - Press button on the remote control for approx. 1 second.
The Tailgate function must be set for the remote control button. For Settings.
As the case may be, the doors are also unlocked. Unlocking with the remote control. - Press button on the remote control for approx. 1 second.
As the case may be, the doors are also unlocked. Unlocking with the remote control. The tailgate is unlocked and can be swung upward."
36483533_117.cml_Opening_2	Opening	"Opening from the inside

   With the vehicle is stationary, press the button in the driver's floor area. With the vehicle is stationary, press the button in the door armrest. Button in the vehicle"
36483568_509.cml_Displays_0	Displays	"1.  Navigation 
2.  Map "
36483568_510.cml_Overview_0	Overview	"Map view"
36483568_510.cml_Overview_1	Overview	"Lines in the map

 Streets and routes are displayed in different colors and styles depending on their classification. Dashed lines represent railways and ferry connections. Country borders are indicated by thin lines."
36483568_510.cml_Overview_2	Overview	"Traffic obstructions

 If traffic information of a radio station or a traffic information service is received, traffic instructions can be displayed on the map.
Lines along the planned route indicate route sections with traffic obstructions, depending on the map scale. The position of the lines on the route shows the direction of the obstruction.
The traffic signs indicate the significance of the obstruction.
- Red traffic sign: the obstruction affects the planned route or direction.
- Gray traffic sign: the obstruction does not affect the planned route or direction."
36483568_510.cml_Overview_3	Overview	"Planned route

 After destination guidance is started, the planned route is displayed on the map."
36483568_510.cml_Overview_4	Overview	"Status fields

 Show/hide: press the Controller. Show/hide: 1. Press the Controller.
2.  Status info on  - Upper status field: time, telephone, and entertainment details.
- Lower status field: symbol for active destination guidance, status of traffic bulletins, time of arrival, and distance to destination."
36483568_510.cml_Overview_5	Overview	"Quick access to frequently used functions

 An overview of frequently used functions can be displayed in the map view.
Show/hide: press the Controller.
-  Repeat voice instruction 
-  Stop guidance 
-  Interactive map 
-  Status info on Select the desired function."
36483568_510.cml_Overview_6	Overview	"Function bar

 The following functions are available in the function bar:
Symbol
Function

Destination guidance active/inactive.
Symbol yellow or red: range hardly sufficient or insufficient. Range assistant.   
Switching spoken instructions on and off.
  
Change the route criteria.

Search for a Point of Interest.
The preferred Point of Interest categories are offered in the second level.  
Traffic information functions.

Detour available.

Interactive map.

Select the map view.
 
 
Change the scale. Symbol
Function

Destination guidance active/inactive.
Symbol yellow or red: range hardly sufficient or insufficient. Range assistant.   
Switching spoken instructions on and off.
  
Change the route criteria.
  
Search for a Point of Interest.
The preferred Point of Interest categories are offered in the second level.

Traffic information functions.

Detour available.

Interactive map.

Select the map view.

Show additional info on the map. To change to the function bar, move the Controller to the left."
36483568_511.cml_Map_section_0	Map section	"Change

  Interactive map 
- To shift the map: move the Controller in the required direction.
- To shift the map diagonally: move the Controller in the required direction and turn it."
36483568_512.cml_Traffic_information_functions_0	Traffic information functions	"Settings are stored for the profile currently used.
1.  Navigation 
2.  Map 
3.  Traffic info -  Traffic list : display list of traffic information.
-  Detour : accept detours.
-  Traffic info map : information about traffic flow is displayed in a special map view. The symbols for the other additional information set are also displayed.
-  Traffic flow : depending on the map scale, a traffic obstruction's length, direction, and impact are displayed in the map using traffic signs or colored lines along the calculated route provided that corresponding traffic information is present. Information about traffic flow in the map view.
-  Traffic icons : symbols for traffic information are displayed.
-  Receive traffic info : Switch traffic information on/off."
36483568_513.cml_Map_views_0	Map views	"Settings are stored for the profile currently used.
1.  Navigation 
2.  Map 
3.  Map views -  View facing north 
-  Direction of travel view 
-  Perspective view 
-  Arrow display 
-  Route overview "
36483568_513.cml_Map_views_1	Map views	"Route overview

   Route overview : in the north-oriented map view, the entire route from the starting location to the destination is displayed. This view is also selected if the scale is adjusted until the following appears:  AUTO .
 Auto zoom : the map scale is adapted to the situation before the next driving maneuver."
36483568_515.cml_General_information_0	General information	"Settings are stored for the profile currently used.
1.  Navigation 
2.  Map 
3.  Map content -  Points of Interest : symbols for Points of Interest are displayed. Display.
-  Weather : display weather symbols on the map via BMW Online.
Displayed symbols: clear skies, cloudy skies, rain, thunder shower, and snowfall, each with the current temperature.
The weather information is updated automatically.
The symbols are displayed in several selected scales.
-  Satellite images : depending on availability and resolution, in some scales satellite images are displayed as the background.
- 3D  Perspective view in 3D : prominent areas that are present in the navigation data are displayed on the map in 3D.
- : display additional settings.Range map

  Electric range (2D) : the range maps with the current and most economical Driving Dynamics Control mode are displayed as colored lines on the map.
If a preferred charging station has been specified, it is also displayed on the map. Specifying a preferred charging station."
36483568_516.cml_Additional_settings_0	Additional settings	"1.  Navigation 
2.  Map 
3.  Map content 
4.  Additional settings "
36483568_516.cml_Additional_settings_1	Additional settings	"Displaying Points of Interest

  Display Points of Interest : display Points of Interest on the map."
